JobIDRaw|Start|Elapsed|AllocTRES|State
3659862.extern|2025-02-23T23:45:44|00:03:22|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659863|2025-02-23T23:45:44|00:03:22|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3659863.batch|2025-02-23T23:45:44|00:03:23|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3659863.extern|2025-02-23T23:45:44|00:03:22|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659864|2025-02-23T23:45:44|00:03:22|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3659864.batch|2025-02-23T23:45:44|00:03:23|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3659864.extern|2025-02-23T23:45:44|00:03:22|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659865|2025-02-23T23:46:15|00:02:51|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3659865.batch|2025-02-23T23:46:15|00:02:52|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3659865.extern|2025-02-23T23:46:15|00:02:51|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659866|2025-02-23T23:46:15|00:02:51|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3659866.batch|2025-02-23T23:46:15|00:02:52|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3659866.extern|2025-02-23T23:46:15|00:02:51|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659867|2025-02-23T23:46:15|00:02:51|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3659867.batch|2025-02-23T23:46:15|00:02:52|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3659867.extern|2025-02-23T23:46:15|00:02:51|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659868|2025-02-23T23:46:15|00:02:51|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3659868.batch|2025-02-23T23:46:15|00:02:52|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3659868.extern|2025-02-23T23:46:15|00:02:51|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3659934|None|00:00:00||CANCELLED by 364274
3659935|None|00:00:00||CANCELLED by 364274
3659936|None|00:00:00||CANCELLED by 364274
3659937|None|00:00:00||CANCELLED by 364274
3659938|None|00:00:00||CANCELLED by 364274
3659939|None|00:00:00||CANCELLED by 364274
3659940|None|00:00:00||CANCELLED by 364274
3659941|None|00:00:00||CANCELLED by 364274
3659942|None|00:00:00||CANCELLED by 364274
3659943|None|00:00:00||CANCELLED by 364274
3659945|None|00:00:00||CANCELLED by 364274
3659946|None|00:00:00||CANCELLED by 364274
3659947|None|00:00:00||CANCELLED by 364274
3659948|None|00:00:00||CANCELLED by 364274
3659949|None|00:00:00||CANCELLED by 364274
3659950|None|00:00:00||CANCELLED by 364274
3659951|None|00:00:00||CANCELLED by 364274
3659952|None|00:00:00||CANCELLED by 364274
3659953|None|00:00:00||CANCELLED by 364274
3659954|None|00:00:00||CANCELLED by 364274
3659955|None|00:00:00||CANCELLED by 364274
3659956|None|00:00:00||CANCELLED by 364274
3659957|None|00:00:00||CANCELLED by 364274
3659958|None|00:00:00||CANCELLED by 364274
3659959|None|00:00:00||CANCELLED by 364274
3659960|None|00:00:00||CANCELLED by 364274
3659961|None|00:00:00||CANCELLED by 364274
3659962|None|00:00:00||CANCELLED by 364274
3659963|None|00:00:00||CANCELLED by 364274
3659964|None|00:00:00||CANCELLED by 364274
3671668|2025-02-25T10:36:24|00:00:30|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3671668.batch|2025-02-25T10:36:24|00:00:30|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3671668.extern|2025-02-25T10:36:24|00:00:30|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3671670|2025-02-25T10:36:54|00:00:29|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3671670.batch|2025-02-25T10:36:54|00:00:30|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3671670.extern|2025-02-25T10:36:54|00:00:29|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3671674|2025-02-25T10:39:55|00:00:33|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3671674.batch|2025-02-25T10:39:55|00:00:33|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3671674.extern|2025-02-25T10:39:55|00:00:33|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3671675|2025-02-25T10:38:55|00:00:36|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3671675.batch|2025-02-25T10:38:55|00:00:36|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|FAILED
3671675.extern|2025-02-25T10:38:55|00:00:36|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3671715|2025-02-25T10:52:55|01:11:52|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3671715.batch|2025-02-25T10:52:55|01:11:53|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3671715.extern|2025-02-25T10:52:55|01:11:52|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3672885|2025-02-25T11:45:39|00:01:22|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3672885.batch|2025-02-25T11:45:39|00:01:22|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3672885.extern|2025-02-25T11:45:39|00:01:22|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3672920|2025-02-25T11:49:10|00:01:18|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3672920.batch|2025-02-25T11:49:10|00:01:18|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3672920.extern|2025-02-25T11:49:10|00:01:18|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3672947|2025-02-25T11:58:12|01:23:47|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3672947.batch|2025-02-25T11:58:12|01:23:48|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3672947.extern|2025-02-25T11:58:12|01:23:47|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3672966|2025-02-25T12:05:13|01:16:46|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3672966.batch|2025-02-25T12:05:13|01:16:47|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3672966.extern|2025-02-25T12:05:13|01:16:46|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3674205|2025-02-25T13:22:45|00:26:01|billing=35,cpu=4,gres/gpu:t4=1,gres/gpu=1,mem=72000M,node=1|CANCELLED by 364274
3674205.extern|2025-02-25T13:22:45|00:26:02|billing=35,cpu=4,gres/gpu:t4=1,gres/gpu=1,mem=72000M,node=1|COMPLETED
3686810|2025-02-27T10:18:58|00:00:59|billing=35,cpu=4,gres/gpu:t4=1,gres/gpu=1,mem=72000M,node=1|CANCELLED by 364274
3686810.batch|2025-02-27T10:18:58|00:01:00|cpu=4,gres/gpu:t4=1,gres/gpu=1,mem=72000M,node=1|CANCELLED
3686810.extern|2025-02-27T10:18:58|00:01:00|billing=35,cpu=4,gres/gpu:t4=1,gres/gpu=1,mem=72000M,node=1|COMPLETED
3686814|2025-02-27T10:20:29|00:00:57|billing=35,cpu=4,gres/gpu:t4=1,gres/gpu=1,mem=72000M,node=1|CANCELLED by 364274
3686814.batch|2025-02-27T10:20:29|00:00:58|cpu=4,gres/gpu:t4=1,gres/gpu=1,mem=72000M,node=1|CANCELLED
3686814.extern|2025-02-27T10:20:29|00:00:58|billing=35,cpu=4,gres/gpu:t4=1,gres/gpu=1,mem=72000M,node=1|COMPLETED
3712299|2025-03-03T08:53:46|00:06:24|billing=35,cpu=4,gres/gpu:t4=1,gres/gpu=1,mem=72000M,node=1|CANCELLED by 364274
3712299.extern|2025-03-03T08:53:46|00:06:24|billing=35,cpu=4,gres/gpu:t4=1,gres/gpu=1,mem=72000M,node=1|COMPLETED
3712361|2025-03-03T09:10:52|00:04:16|billing=100,cpu=16,gres/gpu:a40=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3712361.extern|2025-03-03T09:10:52|00:04:17|billing=100,cpu=16,gres/gpu:a40=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3712368|2025-03-03T09:15:24|00:02:25|billing=100,cpu=16,gres/gpu:a40=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3712368.extern|2025-03-03T09:15:24|00:02:25|billing=100,cpu=16,gres/gpu:a40=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3712376|2025-03-03T09:22:26|00:02:01|billing=35,cpu=4,gres/gpu:t4=1,gres/gpu=1,mem=72000M,node=1|CANCELLED by 364274
3712376.extern|2025-03-03T09:22:26|00:02:02|billing=35,cpu=4,gres/gpu:t4=1,gres/gpu=1,mem=72000M,node=1|COMPLETED
3712391|2025-03-03T09:24:57|00:02:39|billing=100,cpu=16,gres/gpu:a40=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3712391.extern|2025-03-03T09:24:57|00:02:40|billing=100,cpu=16,gres/gpu:a40=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3712406|2025-03-03T09:28:28|00:10:21|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|TIMEOUT
3712406.extern|2025-03-03T09:28:28|00:10:22|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3712530|2025-03-03T09:58:38|00:04:34|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3712530.extern|2025-03-03T09:58:38|00:04:35|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3712638|2025-03-03T10:05:41|00:06:01|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3712638.extern|2025-03-03T10:05:41|00:06:02|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3712784|2025-03-03T10:13:44|00:06:36|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3712784.extern|2025-03-03T10:13:44|00:06:37|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3712855|2025-03-03T10:21:19|00:10:02|billing=220,cpu=16,gres/gpu:a100fat=1,gres/gpu=1,mem=250G,node=1|TIMEOUT
3712855.extern|2025-03-03T10:21:19|00:10:03|billing=220,cpu=16,gres/gpu:a100fat=1,gres/gpu=1,mem=250G,node=1|COMPLETED
3712872|2025-03-03T10:32:23|00:09:23|billing=220,cpu=16,gres/gpu:a100fat=1,gres/gpu=1,mem=250G,node=1|CANCELLED by 364274
3712872.extern|2025-03-03T10:32:23|00:09:24|billing=220,cpu=16,gres/gpu:a100fat=1,gres/gpu=1,mem=250G,node=1|COMPLETED
3712940|None|00:00:00||CANCELLED by 364274
3712942|None|00:00:00||CANCELLED by 364274
3713959|2025-03-03T13:47:03|00:10:25|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|TIMEOUT
3713959.extern|2025-03-03T13:47:03|00:10:26|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3713982|2025-03-03T13:58:07|00:04:46|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3713982.extern|2025-03-03T13:58:07|00:04:47|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3713996|2025-03-03T14:04:39|00:00:01|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|FAILED
3713996.batch|2025-03-03T14:04:39|00:00:01|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3713996.extern|2025-03-03T14:04:39|00:00:01|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3713997|2025-03-03T14:07:10|00:00:11|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|FAILED
3713997.batch|2025-03-03T14:07:10|00:00:11|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|FAILED
3713997.extern|2025-03-03T14:07:10|00:00:11|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3714000|2025-03-03T14:08:11|00:48:55|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3714000.batch|2025-03-03T14:08:11|00:48:56|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3714000.extern|2025-03-03T14:08:11|00:48:55|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3718120|2025-03-03T14:59:35|04:51:30|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3718120.batch|2025-03-03T14:59:35|04:51:30|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3718120.extern|2025-03-03T14:59:35|04:51:30|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3721899|2025-03-04T04:57:19|00:00:36|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|FAILED
3721899.batch|2025-03-04T04:57:19|00:00:36|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|FAILED
3721899.extern|2025-03-04T04:57:19|00:00:37|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3721901|2025-03-04T04:58:51|00:09:57|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3721901.batch|2025-03-04T04:58:51|00:09:58|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3721901.extern|2025-03-04T04:58:51|00:09:58|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3721903|2025-03-04T05:09:36|04:25:09|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3721903.batch|2025-03-04T05:09:36|04:25:10|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3721903.extern|2025-03-04T05:09:36|04:25:09|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3722492|None|00:00:00||CANCELLED by 364274
3722494|None|00:00:00||CANCELLED by 364274
3722512|2025-03-04T11:21:00|00:05:54|billing=220,cpu=16,gres/gpu:a100fat=1,gres/gpu=1,mem=250G,node=1|CANCELLED by 364274
3722512.extern|2025-03-04T11:21:00|00:05:55|billing=220,cpu=16,gres/gpu:a100fat=1,gres/gpu=1,mem=250G,node=1|COMPLETED
3727820|2025-03-04T13:48:30|00:10:09|billing=220,cpu=16,gres/gpu:a100fat=1,gres/gpu=1,mem=250G,node=1|TIMEOUT
3727820.extern|2025-03-04T13:48:30|00:10:12|billing=220,cpu=16,gres/gpu:a100fat=1,gres/gpu=1,mem=250G,node=1|COMPLETED
3727858|2025-03-04T14:01:58|02:15:54|billing=220,cpu=16,gres/gpu:a100fat=1,gres/gpu=1,mem=250G,node=1|CANCELLED by 364274
3727858.batch|2025-03-04T14:01:58|02:15:55|cpu=16,gres/gpu:a100fat=1,gres/gpu=1,mem=250G,node=1|CANCELLED
3727858.extern|2025-03-04T14:01:58|02:15:54|billing=220,cpu=16,gres/gpu:a100fat=1,gres/gpu=1,mem=250G,node=1|COMPLETED
3728367|2025-03-04T15:51:10|03:23:34|billing=220,cpu=16,gres/gpu:a100fat=1,gres/gpu=1,mem=250G,node=1|COMPLETED
3728367.batch|2025-03-04T15:51:10|03:23:34|cpu=16,gres/gpu:a100fat=1,gres/gpu=1,mem=250G,node=1|COMPLETED
3728367.extern|2025-03-04T15:51:10|03:23:34|billing=220,cpu=16,gres/gpu:a100fat=1,gres/gpu=1,mem=250G,node=1|COMPLETED
3728408|None|00:00:00||CANCELLED by 364274
3728494|2025-03-04T16:52:23|03:09:22|billing=220,cpu=16,gres/gpu:a100fat=1,gres/gpu=1,mem=250G,node=1|COMPLETED
3728494.batch|2025-03-04T16:52:23|03:09:22|cpu=16,gres/gpu:a100fat=1,gres/gpu=1,mem=250G,node=1|COMPLETED
3728494.extern|2025-03-04T16:52:23|03:09:23|billing=220,cpu=16,gres/gpu:a100fat=1,gres/gpu=1,mem=250G,node=1|COMPLETED
3729723|2025-03-04T20:38:36|00:06:16|billing=220,cpu=16,gres/gpu:a100fat=1,gres/gpu=1,mem=250G,node=1|CANCELLED by 364274
3729723.extern|2025-03-04T20:38:36|00:06:17|billing=220,cpu=16,gres/gpu:a100fat=1,gres/gpu=1,mem=250G,node=1|COMPLETED
3729729|None|00:00:00||CANCELLED by 364274
3729732|2025-03-04T20:45:15|01:43:39|billing=220,cpu=16,gres/gpu:a100fat=1,gres/gpu=1,mem=250G,node=1|COMPLETED
3729732.batch|2025-03-04T20:45:15|01:43:39|cpu=16,gres/gpu:a100fat=1,gres/gpu=1,mem=250G,node=1|COMPLETED
3729732.extern|2025-03-04T20:45:15|01:43:39|billing=220,cpu=16,gres/gpu:a100fat=1,gres/gpu=1,mem=250G,node=1|COMPLETED
3729735|2025-03-04T22:21:05|10:00:09|billing=220,cpu=16,gres/gpu:a100fat=1,gres/gpu=1,mem=250G,node=1|TIMEOUT
3729735.batch|2025-03-04T22:21:05|10:00:10|cpu=16,gres/gpu:a100fat=1,gres/gpu=1,mem=250G,node=1|CANCELLED
3729735.extern|2025-03-04T22:21:05|10:00:09|billing=220,cpu=16,gres/gpu:a100fat=1,gres/gpu=1,mem=250G,node=1|COMPLETED
3800008|2025-03-13T10:35:17|00:07:43|billing=220,cpu=16,gres/gpu:a100fat=1,gres/gpu=1,mem=250G,node=1|CANCELLED by 364274
3800008.batch|2025-03-13T10:35:17|00:07:44|cpu=16,gres/gpu:a100fat=1,gres/gpu=1,mem=250G,node=1|CANCELLED
3800008.extern|2025-03-13T10:35:17|00:07:44|billing=220,cpu=16,gres/gpu:a100fat=1,gres/gpu=1,mem=250G,node=1|COMPLETED
3800831|None|00:00:00||CANCELLED by 364274
3800836|2025-03-13T11:01:19|00:01:55|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3800836.batch|2025-03-13T11:01:19|00:01:56|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3800836.extern|2025-03-13T11:01:19|00:01:55|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3800840|2025-03-13T11:03:55|00:00:40|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|FAILED
3800840.batch|2025-03-13T11:03:55|00:00:40|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|FAILED
3800840.extern|2025-03-13T11:03:55|00:00:41|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3800843|2025-03-13T11:05:29|00:03:42|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3800843.batch|2025-03-13T11:05:29|00:03:43|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3800843.extern|2025-03-13T11:05:29|00:03:42|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3800854|2025-03-13T11:09:41|00:00:39|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|FAILED
3800854.batch|2025-03-13T11:09:41|00:00:39|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|FAILED
3800854.extern|2025-03-13T11:09:41|00:00:40|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3800860|2025-03-13T11:11:16|00:16:38|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3800860.batch|2025-03-13T11:11:16|00:16:38|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3800860.extern|2025-03-13T11:11:16|00:16:39|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3801175|2025-03-13T12:02:28|00:00:58|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3801175.batch|2025-03-13T12:02:28|00:00:59|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3801175.extern|2025-03-13T12:02:28|00:00:59|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3801202|2025-03-13T12:04:32|00:01:30|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3801202.batch|2025-03-13T12:04:32|00:01:30|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3801202.extern|2025-03-13T12:04:32|00:01:30|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3801508|2025-03-13T12:19:07|00:05:21|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3801508.batch|2025-03-13T12:19:07|00:05:23|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3801508.extern|2025-03-13T12:19:07|00:05:21|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3801617|2025-03-13T12:24:53|00:13:59|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3801617.batch|2025-03-13T12:24:53|00:13:59|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3801617.extern|2025-03-13T12:24:53|00:13:59|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3802132|2025-03-13T12:58:01|00:10:32|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3802132.batch|2025-03-13T12:58:01|00:10:33|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3802132.extern|2025-03-13T12:58:01|00:10:32|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3802163|2025-03-13T13:13:18|00:04:35|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3802163.extern|2025-03-13T13:13:18|00:04:36|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3802179|2025-03-13T13:21:23|00:03:27|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3802179.batch|2025-03-13T13:21:23|00:03:28|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3802179.extern|2025-03-13T13:21:23|00:03:28|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3806452|2025-03-14T11:06:09|00:14:00|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3806452.extern|2025-03-14T11:06:09|00:14:00|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3806867|2025-03-14T11:18:45|00:01:24|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3806867.extern|2025-03-14T11:18:45|00:01:25|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3807370|2025-03-14T11:39:01|01:00:01|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|TIMEOUT
3807370.extern|2025-03-14T11:39:01|01:00:01|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3809476|2025-03-14T13:48:37|00:02:03|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3809476.extern|2025-03-14T13:48:37|00:02:04|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3809564|2025-03-14T14:00:13|00:53:23|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3809564.extern|2025-03-14T14:00:13|00:53:24|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3810216|2025-03-14T14:53:41|00:12:16|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3810216.extern|2025-03-14T14:53:41|00:12:17|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3810510|2025-03-14T15:46:35|00:00:01|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|FAILED
3810510.batch|2025-03-14T15:46:35|00:00:01|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
