JobIDRaw|Start|Elapsed|AllocTRES|State
3657515.batch|2025-02-23T05:07:21|08:01:02|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3657515.extern|2025-02-23T05:07:21|08:01:01|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3657516|2025-02-23T05:07:21|08:01:01|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3657516.batch|2025-02-23T05:07:21|08:01:02|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3657516.extern|2025-02-23T05:07:21|08:01:01|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3657517|2025-02-23T05:07:24|08:00:58|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3657517.batch|2025-02-23T05:07:24|08:00:59|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3657517.extern|2025-02-23T05:07:24|08:00:58|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3657518|2025-02-23T05:07:24|08:00:58|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3657518.batch|2025-02-23T05:07:24|08:00:59|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3657518.extern|2025-02-23T05:07:24|08:00:58|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3657653|2025-02-23T06:02:23|07:05:59|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3657653.batch|2025-02-23T06:02:23|07:06:00|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3657653.extern|2025-02-23T06:02:23|07:05:59|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3657654|2025-02-23T06:02:27|07:05:55|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3657654.batch|2025-02-23T06:02:27|07:05:56|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3657654.extern|2025-02-23T06:02:27|07:05:55|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3657655|2025-02-23T06:02:30|07:05:52|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3657655.batch|2025-02-23T06:02:30|07:05:53|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3657655.extern|2025-02-23T06:02:30|07:05:52|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3657656|2025-02-23T06:02:30|07:05:52|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3657656.batch|2025-02-23T06:02:30|07:05:53|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3657656.extern|2025-02-23T06:02:30|07:05:52|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3657657|2025-02-23T06:02:33|07:05:49|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3657657.batch|2025-02-23T06:02:33|07:05:50|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3657657.extern|2025-02-23T06:02:33|07:05:49|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3657658|2025-02-23T06:02:33|07:05:49|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3657658.batch|2025-02-23T06:02:33|07:05:50|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3657658.extern|2025-02-23T06:02:33|07:05:49|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3657659|2025-02-23T06:02:36|07:05:46|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3657659.batch|2025-02-23T06:02:36|07:05:47|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3657659.extern|2025-02-23T06:02:36|07:05:46|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3657660|2025-02-23T06:02:36|07:05:46|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3657660.batch|2025-02-23T06:02:36|07:05:47|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3657660.extern|2025-02-23T06:02:36|07:05:46|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3657661|2025-02-23T06:02:39|07:05:43|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3657661.batch|2025-02-23T06:02:39|07:05:44|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3657661.extern|2025-02-23T06:02:39|07:05:43|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3657662|2025-02-23T06:02:39|07:05:43|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3657662.batch|2025-02-23T06:02:39|07:05:44|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3657662.extern|2025-02-23T06:02:39|07:05:43|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3657663|2025-02-23T06:02:39|07:05:43|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3657663.batch|2025-02-23T06:02:39|07:05:44|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3657663.extern|2025-02-23T06:02:39|07:05:43|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3657664|2025-02-23T06:02:42|07:05:40|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3657664.batch|2025-02-23T06:02:42|07:05:41|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3657664.extern|2025-02-23T06:02:42|07:05:40|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3657665|2025-02-23T06:02:42|07:05:40|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3657665.batch|2025-02-23T06:02:42|07:05:41|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3657665.extern|2025-02-23T06:02:42|07:05:40|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3657666|2025-02-23T06:02:42|07:05:40|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3657666.batch|2025-02-23T06:02:42|07:05:41|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3657666.extern|2025-02-23T06:02:42|07:05:40|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3657667|2025-02-23T06:02:45|07:05:37|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3657667.batch|2025-02-23T06:02:45|07:05:38|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3657667.extern|2025-02-23T06:02:45|07:05:37|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3657668|2025-02-23T06:02:45|07:05:37|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3657668.batch|2025-02-23T06:02:45|07:05:38|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3657668.extern|2025-02-23T06:02:45|07:05:37|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3657669|2025-02-23T06:02:48|07:05:34|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3657669.batch|2025-02-23T06:02:48|07:05:35|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3657669.extern|2025-02-23T06:02:48|07:05:34|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3657670|2025-02-23T06:02:48|07:05:34|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3657670.batch|2025-02-23T06:02:48|07:05:35|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3657670.extern|2025-02-23T06:02:48|07:05:34|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3657671|2025-02-23T06:02:48|07:05:34|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3657671.batch|2025-02-23T06:02:48|07:05:35|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3657671.extern|2025-02-23T06:02:48|07:05:34|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3657672|2025-02-23T06:02:51|07:05:31|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3657672.batch|2025-02-23T06:02:51|07:05:32|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3657672.extern|2025-02-23T06:02:51|07:05:31|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658375|2025-02-23T13:11:45|00:30:27|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658375.batch|2025-02-23T13:11:45|00:30:27|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658375.extern|2025-02-23T13:11:45|00:30:27|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658376|2025-02-23T13:11:45|00:32:45|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658376.batch|2025-02-23T13:11:45|00:32:46|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658376.extern|2025-02-23T13:11:45|00:32:45|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658377|2025-02-23T13:11:45|00:32:45|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658377.batch|2025-02-23T13:11:45|00:32:46|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658377.extern|2025-02-23T13:11:45|00:32:45|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658378|2025-02-23T13:11:45|00:31:49|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658378.batch|2025-02-23T13:11:45|00:31:49|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658378.extern|2025-02-23T13:11:45|00:31:50|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658379|2025-02-23T13:11:45|00:32:45|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658379.batch|2025-02-23T13:11:45|00:32:46|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658379.extern|2025-02-23T13:11:45|00:32:45|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658380|2025-02-23T13:11:45|00:32:45|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658380.batch|2025-02-23T13:11:45|00:32:46|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658380.extern|2025-02-23T13:11:45|00:32:45|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658381|2025-02-23T13:11:45|00:32:45|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658381.batch|2025-02-23T13:11:45|00:32:46|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658381.extern|2025-02-23T13:11:45|00:32:45|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658382|2025-02-23T13:11:45|00:32:45|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658382.batch|2025-02-23T13:11:45|00:32:46|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658382.extern|2025-02-23T13:11:45|00:32:45|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658383|2025-02-23T13:11:45|00:32:45|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658383.batch|2025-02-23T13:11:45|00:32:46|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658383.extern|2025-02-23T13:11:45|00:32:45|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658384|2025-02-23T13:11:45|00:32:45|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658384.batch|2025-02-23T13:11:45|00:32:46|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658384.extern|2025-02-23T13:11:45|00:32:45|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658418|2025-02-23T13:45:42|00:18:44|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658418.extern|2025-02-23T13:45:42|00:18:45|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658463|2025-02-23T14:06:14|01:03:07|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658463.batch|2025-02-23T14:06:14|01:03:08|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658463.extern|2025-02-23T14:06:14|01:03:07|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658464|2025-02-23T14:06:14|01:03:07|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658464.batch|2025-02-23T14:06:14|01:03:08|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658464.extern|2025-02-23T14:06:14|01:03:07|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658465|2025-02-23T14:06:14|01:03:07|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658465.batch|2025-02-23T14:06:14|01:03:08|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658465.extern|2025-02-23T14:06:14|01:03:07|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658466|2025-02-23T14:06:14|01:03:07|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658466.batch|2025-02-23T14:06:14|01:03:08|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658466.extern|2025-02-23T14:06:14|01:03:07|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658467|2025-02-23T14:06:14|01:03:07|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658467.batch|2025-02-23T14:06:14|01:03:08|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658467.extern|2025-02-23T14:06:14|01:03:07|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658468|2025-02-23T14:06:14|01:03:07|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658468.batch|2025-02-23T14:06:14|01:03:08|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658468.extern|2025-02-23T14:06:14|01:03:07|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658469|2025-02-23T14:06:14|01:03:07|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658469.batch|2025-02-23T14:06:14|01:03:08|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658469.extern|2025-02-23T14:06:14|01:03:07|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658470|2025-02-23T14:06:14|01:03:07|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658470.batch|2025-02-23T14:06:14|01:03:08|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658470.extern|2025-02-23T14:06:14|01:03:07|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658471|2025-02-23T14:06:14|01:03:07|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658471.batch|2025-02-23T14:06:14|01:03:08|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658471.extern|2025-02-23T14:06:14|01:03:07|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658472|2025-02-23T14:06:14|01:03:07|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658472.batch|2025-02-23T14:06:14|01:03:08|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658472.extern|2025-02-23T14:06:14|01:03:07|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658473|2025-02-23T14:06:14|01:03:07|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658473.batch|2025-02-23T14:06:14|01:03:08|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658473.extern|2025-02-23T14:06:14|01:03:07|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658474|2025-02-23T14:06:14|01:03:07|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658474.batch|2025-02-23T14:06:14|01:03:08|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658474.extern|2025-02-23T14:06:14|01:03:07|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658540|2025-02-23T14:38:53|00:30:28|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658540.batch|2025-02-23T14:38:53|00:30:29|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658540.extern|2025-02-23T14:38:53|00:30:28|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658541|2025-02-23T14:38:53|00:30:28|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658541.batch|2025-02-23T14:38:53|00:30:29|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658541.extern|2025-02-23T14:38:53|00:30:28|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658542|2025-02-23T14:38:53|00:30:28|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658542.batch|2025-02-23T14:38:53|00:30:29|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658542.extern|2025-02-23T14:38:53|00:30:28|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658543|2025-02-23T14:38:53|00:30:28|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658543.batch|2025-02-23T14:38:53|00:30:29|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658543.extern|2025-02-23T14:38:53|00:30:28|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658544|2025-02-23T14:38:53|00:30:28|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658544.batch|2025-02-23T14:38:53|00:30:29|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658544.extern|2025-02-23T14:38:53|00:30:28|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658545|2025-02-23T14:39:23|00:29:58|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658545.batch|2025-02-23T14:39:23|00:29:59|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658545.extern|2025-02-23T14:39:23|00:29:58|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658546|2025-02-23T14:39:23|00:29:58|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658546.batch|2025-02-23T14:39:23|00:29:59|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658546.extern|2025-02-23T14:39:23|00:29:58|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658547|2025-02-23T14:39:23|00:29:58|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658547.batch|2025-02-23T14:39:23|00:29:59|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658547.extern|2025-02-23T14:39:23|00:29:58|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658548|2025-02-23T14:39:23|00:29:58|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658548.batch|2025-02-23T14:39:23|00:29:59|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658548.extern|2025-02-23T14:39:23|00:29:58|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658549|2025-02-23T14:39:23|00:29:58|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658549.batch|2025-02-23T14:39:23|00:29:59|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658549.extern|2025-02-23T14:39:23|00:29:58|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658610|2025-02-23T15:10:29|05:43:30|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658610.batch|2025-02-23T15:10:29|05:43:31|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658610.extern|2025-02-23T15:10:29|05:43:30|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658611|2025-02-23T15:10:32|05:43:27|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3658611.batch|2025-02-23T15:10:32|05:43:29|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3658611.extern|2025-02-23T15:10:32|05:43:28|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658612|2025-02-23T15:10:32|05:25:23|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658612.batch|2025-02-23T15:10:32|05:25:23|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658612.extern|2025-02-23T15:10:32|05:25:23|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658613|2025-02-23T15:10:32|05:37:03|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658613.batch|2025-02-23T15:10:32|05:37:03|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658613.extern|2025-02-23T15:10:32|05:37:03|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658614|2025-02-23T15:10:35|05:23:36|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658614.batch|2025-02-23T15:10:35|05:23:36|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3658614.extern|2025-02-23T15:10:35|05:23:36|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
